fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
6.6000000000000005;0.13000000000000003;0.46;11.4;-0.0020000000000000018;55.0;175.0;0.99844;3.69;0.37;9.700000000000001;4
9.6;0.19;0.45;2.1;0.051000000000000004;22.0;102.0;0.99671;3.1899999999999995;0.6000000000000001;9.899999999999999;4
5.5;0.33499999999999996;0.27;0.9;0.025;10.0;62.0;0.98954;3.45;0.46;11.2;4
5.3999999999999995;0.33499999999999996;0.27;0.9;0.025;10.0;62.0;0.98954;3.45;0.46;11.2;4
8.7;0.49000000000000005;0.4;12.500000000000002;0.044000000000000004;26.0;139.0;0.99988;3.33;0.020000000000000018;8.7;4
6.3;0.105;0.19999999999999998;13.0;0.043;32.0;106.0;0.99683;3.34;0.21999999999999997;9.0;4
6.299999999999999;0.49;0.44999999999999996;1.4000000000000001;0.051;30.0;117.0;0.9927;3.27;0.43;10.4;4
8.1;0.28;0.31;0.34999999999999987;0.021;41.0;88.0;0.99102;3.0500000000000003;0.37;11.0;4
11.2;0.44;0.43;1.5;0.026000000000000002;10.0;123.0;0.9980399999999999;2.92;0.47;9.8;4
11.7;0.5000000000000001;0.46;2.0;0.041999999999999996;20.0;136.0;0.9957;2.8600000000000003;0.7;11.3;4
7.199999999999999;0.6200000000000001;0.56;13.9;0.057999999999999996;30.0;181.0;0.9995999999999999;3.4200000000000004;0.5700000000000001;9.299999999999999;4
6.7;0.115;0.3499999999999999;1.0500000000000014;0.037;70.5;165.5;0.9887400000000001;3.23;0.26;12.700000000000001;4
6.5;0.425;0.3;4.75;0.051;25.0;100.0;0.99415;3.3200000000000003;0.25;11.299999999999999;4
7.8999999999999995;0.11000000000000001;0.32;1.8;0.051000000000000004;21.0;100.0;0.99581;3.1799999999999997;0.6200000000000001;8.7;4
8.2;0.33999999999999997;0.43999999999999995;5.1;0.034999999999999996;33.0;117.0;0.9914000000000001;3.16;0.27;12.100000000000001;4
6.100000000000001;0.020000000000000046;0.28;0.40000000000000013;0.046;35.0;158.0;0.9935;3.09;0.71;8.7;4
6.3;0.61;0.010000000000000009;2.7;0.055;25.0;129.0;0.9957299999999999;3.33;0.38;8.7;4
5.8;0.45;0.15000000000000002;14.65;0.05499999999999999;30.0;163.0;1.0003;3.1599999999999997;0.43;7.5;4
8.2;0.22999999999999998;0.34;3.1;0.044000000000000004;26.0;114.0;0.99568;3.0500000000000003;0.53;8.899999999999999;4
7.9;0.8200000000000001;0.5700000000000001;5.2;0.04700000000000001;20.0;127.0;0.9965;3.2;0.39999999999999997;11.0;4
5.7;0.31;0.18000000000000005;13.15;0.06;32.0;162.0;1.0001;3.4299999999999997;0.35999999999999993;7.9;4
5.9;0.25000000000000006;0.32999999999999996;6.000000000000001;0.04100000000000001;69.0;180.0;0.9917499999999999;3.53;0.52;12.4;4
6.0;0.30000000000000004;0.27999999999999997;9.200000000000001;0.045000000000000005;69.0;172.0;0.9937499999999999;3.55;0.52;11.799999999999999;4
9.1;0.28;0.43000000000000005;3.1;0.07100000000000001;38.0;133.0;0.9963000000000001;3.1700000000000004;0.57;9.4;4
9.5;0.5900000000000001;0.48;6.4;0.023000000000000003;27.0;92.0;0.99686;3.2800000000000002;0.18000000000000005;9.4;4
8.5;0.22999999999999995;0.31000000000000005;0.9;0.076;18.0;59.0;0.9923;3.14;0.49000000000000005;10.5;4
8.5;0.76;0.22999999999999998;7.3;0.07899999999999999;30.0;145.0;0.9986999999999999;3.46;0.5800000000000001;9.299999999999999;4
9.1;0.28;0.43000000000000005;3.1;0.07100000000000001;38.0;133.0;0.9963000000000001;3.1700000000000004;0.57;9.4;4
6.6;0.62;-0.030000000000000027;0.30000000000000004;0.056;28.0;132.0;0.9946299999999999;3.38;0.31;9.5;4
7.9;0.53;0.12000000000000002;0.5000000000000002;0.07100000000000001;27.0;132.0;0.9954099999999999;3.09;0.24000000000000005;8.7;4
6.8;0.39000000000000007;0.19;7.699999999999999;0.045000000000000005;72.0;228.0;0.9958;3.11;0.34;9.0;4
8.0;0.06;0.81;0.20000000000000018;0.063;9.0;151.0;0.9935;3.0799999999999996;0.6499999999999999;9.7;4
8.5;0.36000000000000004;0.22000000000000003;1.3;0.083;14.0;190.0;0.99526;3.2;0.58;8.9;4
7.3999999999999995;0.39;0.25;3.3000000000000003;0.042;28.0;111.0;0.99364;3.21;0.25000000000000006;10.1;4
6.6000000000000005;0.25;0.23;7.2;0.033;60.0;219.0;0.9952;3.14;0.33999999999999997;9.5;4
6.9;0.31;0.18000000000000002;7.6;0.039;70.0;218.0;0.996;3.15;0.4;8.9;4
6.8;0.39000000000000007;0.19;7.699999999999999;0.045000000000000005;72.0;228.0;0.9958;3.11;0.34;9.0;4
4.7;0.575;-0.39999999999999997;0.6;0.033;27.0;101.0;0.99006;3.24;0.22999999999999998;10.200000000000001;4
10.099999999999998;0.29000000000000004;0.53;16.450000000000003;0.056;23.0;136.0;1.00228;3.2100000000000004;0.07;8.7;4
10.099999999999998;0.29000000000000004;0.53;16.450000000000003;0.056;23.0;136.0;1.00228;3.2100000000000004;0.07;8.7;4
6.5;0.41000000000000003;0.5700000000000001;3.5999999999999996;0.20400000000000001;74.5;186.5;0.99607;3.21;0.37;7.800000000000001;4
10.099999999999998;0.29000000000000004;0.53;16.450000000000003;0.056;23.0;136.0;1.00228;3.2100000000000004;0.07;8.7;4
5.2;0.23;-0.05999999999999994;0.30000000000000004;0.086;51.0;154.0;0.9953;3.54;0.8;8.2;4
10.099999999999998;0.29000000000000004;0.53;16.450000000000003;0.056;23.0;136.0;1.00228;3.2100000000000004;0.07;8.7;4
8.2;0.665;0.29;7.5;0.062;29.0;150.0;0.9966300000000001;2.61;0.6499999999999999;9.899999999999999;4
6.5;0.41000000000000003;0.5700000000000001;3.5999999999999996;0.20400000000000001;74.5;186.5;0.99607;3.21;0.37;7.800000000000001;4
7.599999999999999;0.26;0.22999999999999998;-0.29999999999999993;0.063;14.0;74.0;0.9916100000000001;3.3299999999999996;0.44000000000000006;10.799999999999999;4
8.299999999999999;0.23000000000000004;0.56;5.900000000000001;0.032;34.0;130.0;0.9970800000000001;3.5700000000000003;0.09999999999999998;10.1;4
5.9;0.42;0.25;2.5;0.047;14.0;81.0;0.9935;3.0700000000000003;0.42;9.6;4
6.9;0.24;0.35000000000000003;2.2;0.035;21.0;113.0;0.99548;3.2800000000000002;0.72;9.499999999999998;4
7.4;0.69;0.36;0.8999999999999999;0.031;20.0;74.0;0.99136;3.19;0.56;11.6;4
5.2;0.23;-0.05999999999999994;0.30000000000000004;0.086;51.0;154.0;0.9953;3.54;0.8;8.2;4
8.7;0.35000000000000003;0.55;5.8999999999999995;0.072;19.0;115.0;0.9984000000000001;3.3699999999999997;0.48;10.200000000000001;4
10.399999999999999;0.6599999999999999;0.7100000000000001;4.6000000000000005;0.044000000000000004;15.0;120.0;0.9974899999999999;2.9000000000000004;0.3499999999999999;9.8;4
9.0;0.29000000000000004;0.42;1.7999999999999998;0.019999999999999997;9.0;118.0;0.9949399999999999;2.9999999999999996;0.71;11.8;4
6.800000000000001;0.4;-0.13999999999999996;1.2999999999999998;0.043;32.0;100.0;0.99116;3.16;0.43000000000000005;11.000000000000002;4
7.2;0.33;0.13000000000000003;11.5;0.07;50.0;214.0;1.0004300000000002;3.14;0.61;7.5;4
6.300000000000001;0.24000000000000005;0.31999999999999995;9.4;0.05600000000000001;56.0;175.0;0.99685;3.13;0.5599999999999999;9.2;4
4.8;0.17000000000000004;0.6;9.5;0.03;30.0;199.0;0.99668;3.38;0.49;9.5;4
9.3;0.52;0.5800000000000001;3.0;0.036;36.0;166.0;0.9990000000000001;3.46;0.38;8.6;4
8.5;0.16000000000000003;0.25;4.2;0.045;31.0;109.0;0.9954400000000001;3.35;0.32999999999999996;9.1;4
10.399999999999999;0.6599999999999999;0.7100000000000001;4.6000000000000005;0.044000000000000004;15.0;120.0;0.9974899999999999;2.9000000000000004;0.3499999999999999;9.8;4
9.6;0.5700000000000001;0.8400000000000001;8.2;0.036000000000000004;18.0;125.0;0.9984000000000001;2.97;0.46;9.2;4
6.800000000000001;0.4;-0.13999999999999996;1.2999999999999998;0.043;32.0;100.0;0.99116;3.16;0.43000000000000005;11.000000000000002;4
6.300000000000001;0.26;0.27;2.1;0.038;32.0;134.0;0.9923000000000001;3.24;0.45999999999999996;10.5;4
8.5;0.51;0.49;3.6999999999999993;0.030000000000000006;41.0;137.0;0.99069;3.0500000000000003;0.32999999999999996;13.2;4
6.5;0.48000000000000004;0.65;12.0;0.069;66.0;230.0;0.9977;3.09;0.44000000000000006;9.0;4
5.800000000000001;0.44;0.31;0.7;0.061;22.0;183.0;0.99181;3.13;0.42;9.700000000000001;4
7.8999999999999995;0.17;0.38;1.9000000000000004;0.027;40.0;104.0;0.99194;3.37;0.37;10.799999999999999;4
7.699999999999999;0.26;0.47;0.9999999999999998;0.034;46.0;142.0;0.99269;3.0;0.21999999999999997;10.299999999999999;4
9.0;0.29000000000000004;0.42;1.7999999999999998;0.019999999999999997;9.0;118.0;0.9949399999999999;2.9999999999999996;0.71;11.8;4
9.2;0.24000000000000005;0.5;4.800000000000002;0.026000000000000002;36.0;136.0;0.99728;3.2100000000000004;0.41;10.399999999999999;4
6.699999999999999;0.26;0.19999999999999998;15.049999999999999;0.066;27.0;107.0;0.99683;2.76;0.18999999999999995;9.0;4
9.599999999999998;0.21000000000000005;0.64;14.350000000000001;0.044000000000000004;44.5;130.5;1.00228;3.41;0.09999999999999998;8.799999999999999;4
6.4;0.15999999999999998;0.48;13.499999999999998;0.044;57.0;143.0;0.998;2.77;0.35000000000000003;8.5;4
9.2;0.24000000000000005;0.5;4.800000000000002;0.026000000000000002;36.0;136.0;0.99728;3.2100000000000004;0.41;10.399999999999999;4
9.599999999999998;0.21000000000000005;0.64;14.350000000000001;0.044000000000000004;44.5;130.5;1.00228;3.41;0.09999999999999998;8.799999999999999;4
6.699999999999999;0.26;0.19999999999999998;15.049999999999999;0.066;27.0;107.0;0.99683;2.76;0.18999999999999995;9.0;4
7.700000000000001;0.15999999999999998;0.16999999999999998;6.6000000000000005;0.023000000000000003;10.0;90.0;0.99389;2.71;0.47000000000000003;9.0;4
8.3;0.21;0.29;0.3999999999999999;0.008;38.0;92.0;0.99192;3.0;0.42;10.4;4
6.5;0.54;0.04999999999999999;1.9;0.029;25.0;75.0;0.9933;3.2199999999999998;0.3;10.000000000000002;4
6.6000000000000005;0.21000000000000002;0.73;9.0;0.058;34.0;194.0;0.9965800000000001;3.0900000000000003;0.29000000000000004;8.5;4
5.1;0.61;0.04000000000000001;1.0;0.055;6.0;100.0;0.9901;3.4499999999999997;0.21000000000000002;11.0;4
5.1;0.61;0.04000000000000001;1.0;0.055;6.0;100.0;0.9901;3.4499999999999997;0.21000000000000002;11.0;4
7.2;0.26;0.52;14.650000000000002;0.036;58.5;170.5;0.9983400000000001;3.05;0.36;8.600000000000001;4
6.6000000000000005;0.21000000000000002;0.73;9.0;0.058;34.0;194.0;0.9965800000000001;3.0900000000000003;0.29000000000000004;8.5;4
6.3;0.5;-0.6;1.4;-0.089;48.0;134.0;0.9918;3.6599999999999997;0.4;11.5;4
8.299999999999999;0.31999999999999995;0.61;1.3;0.033999999999999996;30.0;125.0;0.9903000000000001;3.33;0.42;12.8;4
6.6;0.27;0.32;4.3;0.119;28.0;192.0;0.99643;3.54;0.39999999999999997;9.7;4
6.8999999999999995;0.6699999999999999;0.10999999999999999;0.7;0.046;31.0;157.0;0.99634;3.59;0.62;10.700000000000001;4
5.1;0.61;0.04000000000000001;1.0;0.055;6.0;100.0;0.9901;3.4499999999999997;0.21000000000000002;11.0;4
9.0;0.21999999999999997;0.22999999999999998;1.4;0.037;11.0;61.0;0.9951;3.23;0.43999999999999995;10.3;4
9.600000000000001;0.18000000000000002;0.48;4.699999999999999;0.043;40.0;168.0;0.9968;3.15;0.22999999999999998;9.9;4
8.3;0.45;0.23;0.3999999999999999;0.041;17.0;93.0;0.99228;3.0300000000000002;0.06;10.799999999999999;4
9.3;0.41000000000000003;0.8300000000000001;6.2;0.034;23.0;126.0;0.9954000000000001;2.87;0.44000000000000006;10.2;4
8.3;0.45;0.23;0.3999999999999999;0.041;17.0;93.0;0.99228;3.0300000000000002;0.06;10.799999999999999;4
3.5999999999999996;0.22;0.38;1.45;0.047999999999999994;17.5;217.5;0.9911000000000001;3.6300000000000003;0.42;12.1;4
5.9;0.6900000000000001;-0.6799999999999999;5.7;-0.086;50.0;127.0;0.9921;3.7499999999999996;0.49;12.5;4
9.8;0.33;0.6500000000000001;0.40000000000000013;0.052000000000000005;21.0;117.0;0.9960899999999999;2.9200000000000004;0.6799999999999999;10.200000000000001;4
9.600000000000001;0.18000000000000002;0.48;4.699999999999999;0.043;40.0;168.0;0.9968;3.15;0.22999999999999998;9.9;4
6.6000000000000005;0.41000000000000003;-0.07999999999999996;1.5999999999999996;0.031;30.0;101.0;0.9888600000000001;3.0;0.42000000000000004;11.900000000000002;4
6.999999999999999;0.36;0.44999999999999996;3.5;0.017;20.0;87.0;0.9902;3.1500000000000004;0.6000000000000001;12.999999999999998;4
6.6000000000000005;0.41000000000000003;-0.07999999999999996;1.5999999999999996;0.031;30.0;101.0;0.9888600000000001;3.0;0.42000000000000004;11.900000000000002;4
7.4;0.01999999999999999;0.52;5.300000000000001;0.052;21.0;110.0;0.99443;2.86;0.4;9.4;4
8.9;0.27;0.45000000000000007;2.0;0.038000000000000006;24.0;109.0;0.99378;3.29;0.38;11.399999999999999;4
8.400000000000002;0.41000000000000003;0.29000000000000004;0.5499999999999998;0.04;18.0;96.0;0.99278;3.1900000000000004;0.06;11.5;4
7.1;0.5499999999999999;0.38;13.0;0.041;43.0;236.0;0.9974000000000001;2.81;0.4299999999999999;8.7;4
7.3;0.44;0.38999999999999996;5.1;0.046;41.0;115.0;0.99276;3.2199999999999998;0.38;12.0;4
7.7;0.8200000000000001;0.13;5.449999999999999;0.019000000000000003;26.0;93.0;0.99196;3.02;0.3700000000000001;12.2;4
8.4;0.67;0.1;4.2;0.061;29.0;131.0;0.9964099999999999;3.21;0.24000000000000005;9.2;4
5.4;0.35;-0.08999999999999997;0.30000000000000004;0.074;48.0;156.0;0.9944999999999999;3.67;0.5;8.7;4
7.3;0.36;0.27;3.8999999999999995;0.040999999999999995;45.0;194.0;0.9955999999999999;3.25;0.6799999999999999;10.8;4
6.999999999999999;0.36;0.44999999999999996;3.5;0.017;20.0;87.0;0.9902;3.1500000000000004;0.6000000000000001;12.999999999999998;4
6.699999999999999;0.27;0.41;4.2;0.04;36.0;117.0;0.99356;3.2199999999999998;0.35;10.5;4
7.8;0.72;0.17;1.7000000000000004;0.065;35.0;128.0;0.99171;2.9;0.23000000000000004;11.7;4
9.600000000000001;0.6;0.22999999999999998;1.3;0.048;27.0;166.0;1.00134;3.55;0.69;9.1;4
9.5;0.04000000000000001;0.34;-0.6000000000000003;0.039;43.0;177.0;0.9963;3.43;0.22999999999999998;8.5;4
8.7;0.48;0.59;6.199999999999999;0.030000000000000006;37.0;140.0;0.99129;2.85;0.27999999999999997;13.7;4
7.8;0.72;0.17;1.7000000000000004;0.065;35.0;128.0;0.99171;2.9;0.23000000000000004;11.7;4
5.8;0.64;-0.11000000000000001;3.8;0.045;24.0;132.0;0.9957299999999999;3.42;0.18;9.1;4
7.5;0.28;0.5800000000000001;5.4;0.055;42.0;166.0;0.9987;3.67;0.39;10.0;4
6.7;0.58;0.020000000000000018;1.5;0.047;24.0;80.0;0.9931;3.17;0.24;10.500000000000002;4
7.4;0.6699999999999999;0.29;1.0;0.039;19.0;73.0;0.99206;3.3;0.5900000000000001;11.4;4
8.8;0.6499999999999999;0.54;9.9;0.05499999999999999;47.0;194.0;0.9991;3.39;0.56;10.4;4
3.0;0.35;-0.16999999999999996;4.15;0.065;49.0;161.0;0.9959999999999999;4.07;0.51;9.1;4
7.300000000000001;0.6599999999999999;0.21000000000000002;1.2;0.068;28.0;149.0;0.9947300000000001;2.59;0.47;9.0;4
7.2;0.6599999999999999;0.2;1.2;0.066;24.0;151.0;0.9947300000000001;2.58;0.47;9.0;4
5.0;0.33999999999999997;0.010000000000000009;0.8;0.068;53.0;166.0;0.9918999999999999;3.54;0.39;10.799999999999999;4
5.5;0.09999999999999999;0.76;0.29999999999999893;0.14400000000000002;62.0;152.0;0.9924000000000001;2.8200000000000003;0.19;8.5;4
7.7;0.18000000000000002;0.34;1.5000000000000002;0.058;29.0;104.0;0.9964400000000001;3.93;0.5399999999999999;10.0;4
6.6;0.53;0.4;0.4999999999999998;0.052;27.0;159.0;0.99794;3.69;0.72;8.8;4
6.4;0.24000000000000007;0.28;6.8999999999999995;0.04;89.0;228.0;0.9947;3.2499999999999996;0.28;10.299999999999999;4
6.9;0.27999999999999997;0.17;6.8;0.031;66.0;211.0;0.9956;3.1;0.39;9.0;4
6.0;0.47;0.46;6.8;0.034;61.0;243.0;0.9939;2.81;0.3799999999999999;9.3;4
6.4;0.30000000000000004;0.31;7.299999999999999;0.041;64.0;241.0;0.9951;3.03;0.2700000000000001;9.299999999999999;4
6.6;0.54;0.43000000000000005;0.5999999999999999;0.056;30.0;158.0;0.99794;3.6799999999999997;0.74;8.8;4
6.6;0.53;0.4;0.4999999999999998;0.052;27.0;159.0;0.99794;3.69;0.72;8.8;4
9.6;0.27999999999999997;0.47000000000000003;1.45;0.036;78.5;222.0;0.9944999999999999;2.94;0.46;9.5;4
6.6;0.16999999999999998;0.08999999999999997;0.0;0.041999999999999996;14.0;74.0;0.9926100000000001;3.7199999999999998;0.45000000000000007;10.299999999999999;4
8.5;0.21;0.4;5.0;0.056999999999999995;35.0;173.0;0.9972;3.44;0.42;10.4;4
6.8999999999999995;0.31000000000000005;0.36;4.8;0.044;37.0;117.0;0.99176;3.04;0.24999999999999994;11.9;4
8.100000000000001;0.23;0.42;11.600000000000001;0.03799999999999999;46.0;164.0;0.9994999999999999;3.1999999999999997;0.6299999999999999;8.799999999999999;4
6.699999999999999;0.38;0.12999999999999998;12.799999999999999;0.05;21.0;142.0;0.9975600000000001;3.0;0.31999999999999995;9.1;4
8.8;0.42999999999999994;0.66;13.000000000000002;0.052;56.0;189.0;1.0003;3.31;0.63;9.4;4
8.100000000000001;0.23;0.42;11.600000000000001;0.03799999999999999;46.0;164.0;0.9994999999999999;3.1999999999999997;0.6299999999999999;8.799999999999999;4
7.499999999999999;0.88;0.13999999999999996;-0.19999999999999996;0.045;24.0;127.0;0.99513;3.34;0.27999999999999997;9.9;4
6.200000000000001;0.21000000000000005;0.31;4.5;0.167;31.0;161.0;0.9964000000000001;3.1;0.76;9.0;4
7.499999999999999;0.88;0.13999999999999996;-0.19999999999999996;0.045;24.0;127.0;0.99513;3.34;0.27999999999999997;9.9;4
8.8;0.42999999999999994;0.66;13.000000000000002;0.052;56.0;189.0;1.0003;3.31;0.63;9.4;4
5.6;0.6;-0.06;0.19999999999999996;0.07200000000000001;21.0;133.0;0.99513;3.35;0.32;8.2;4
8.100000000000001;0.23;0.42;11.600000000000001;0.03799999999999999;46.0;164.0;0.9994999999999999;3.1999999999999997;0.6299999999999999;8.799999999999999;4
6.699999999999999;0.38;0.12999999999999998;12.799999999999999;0.05;21.0;142.0;0.9975600000000001;3.0;0.31999999999999995;9.1;4
7.3;0.24999999999999997;0.3;4.5;0.081;11.0;132.0;0.99252;3.2600000000000002;0.13000000000000006;10.6;4
5.5;0.06;0.79;1.0;0.057;8.0;153.0;0.9927;3.34;0.8599999999999999;9.6;4
8.399999999999999;0.21000000000000002;0.58;1.2999999999999998;0.023000000000000003;30.0;139.0;0.99049;2.89;0.6699999999999999;12.899999999999999;4
8.0;0.26;0.4;2.6;0.005000000000000001;27.0;167.0;0.9906999999999999;3.1500000000000004;0.44999999999999996;13.5;4
5.9;0.25;0.77;9.999999999999998;0.045;55.0;149.0;0.9965;2.7600000000000002;0.32;8.0;4
5.7;0.54;-0.03999999999999998;7.800000000000001;0.056999999999999995;51.0;152.0;0.9934999999999999;3.32;0.25;11.299999999999999;4
8.0;0.26;0.4;2.6;0.005000000000000001;27.0;167.0;0.9906999999999999;3.1500000000000004;0.44999999999999996;13.5;4
8.399999999999999;0.21000000000000002;0.58;1.2999999999999998;0.023000000000000003;30.0;139.0;0.99049;2.89;0.6699999999999999;12.899999999999999;4
7.199999999999999;0.21000000000000002;0.45999999999999996;1.4;0.04700000000000001;41.0;146.0;0.99069;2.93;0.32999999999999996;11.799999999999999;4
7.7;0.24000000000000002;0.42;2.2;0.048;36.0;111.0;0.99146;3.07;0.43999999999999995;12.5;4
8.5;0.28;0.33;1.1;0.030000000000000002;29.0;109.0;0.9907400000000001;3.27;0.48;12.5;4
7.1;0.57;0.15999999999999998;2.0;0.054000000000000006;14.0;78.0;0.99418;3.55;0.55;10.7;4
8.5;0.24000000000000002;0.20000000000000004;0.8999999999999999;0.04;16.0;98.0;0.99568;3.1300000000000003;0.15999999999999998;8.799999999999999;4
8.0;0.18;0.15000000000000002;7.6;0.031;55.0;193.0;0.99582;3.09;0.8600000000000001;10.299999999999999;4
6.7;0.58;0.15999999999999998;1.5000000000000002;0.057;13.0;79.0;0.99518;3.67;0.65;9.8;4
8.0;0.18;0.15000000000000002;7.6;0.031;55.0;193.0;0.99582;3.09;0.8600000000000001;10.299999999999999;4
8.2;0.66;0.13000000000000003;4.0;0.069;30.0;131.0;0.9963099999999999;3.15;0.24000000000000005;9.1;4
7.599999999999999;0.51;0.53;6.6;0.048999999999999995;29.0;122.0;0.9921000000000001;3.29;0.32;12.9;4
5.0;0.43000000000000005;-0.009999999999999953;4.2;0.07100000000000001;46.0;164.0;0.9933;3.55;0.47;11.0;4
5.5;0.32;-0.11999999999999994;3.75;0.07300000000000001;46.0;167.0;0.9935999999999999;3.21;0.4;10.1;4
6.7;0.33499999999999996;-0.019999999999999962;4.9;0.076;53.0;160.0;0.9957999999999999;3.18;0.35;8.799999999999999;4
7.000000000000001;0.11000000000000004;0.52;7.1000000000000005;-0.023;51.0;174.0;0.99404;3.39;0.2;11.200000000000001;4
7.4;0.26;0.29000000000000004;5.200000000000001;0.101;40.0;212.0;0.99763;3.03;0.44;7.1;4
8.399999999999999;0.2;0.41999999999999993;7.200000000000001;0.034;57.5;162.5;0.99494;3.1599999999999997;0.31;10.100000000000001;4
10.100000000000001;0.19;0.7100000000000001;1.0000000000000002;0.064;17.0;116.0;0.9968899999999999;3.0900000000000003;0.4999999999999999;10.9;4
8.1;0.2;0.4;1.5000000000000002;0.048;34.0;105.0;0.9905400000000001;3.25;0.45999999999999996;12.5;4
10.299999999999999;0.19000000000000003;0.76;1.0999999999999999;0.046000000000000006;24.0;141.0;0.99529;2.85;0.51;9.899999999999999;4
8.599999999999998;0.53;0.35000000000000003;0.30000000000000004;0.054;23.0;131.0;0.99613;3.15;0.31;9.4;4
9.5;0.25;0.42000000000000004;1.0;0.056;14.0;94.0;0.99658;3.0100000000000002;0.35;9.4;4
7.499999999999999;0.35500000000000004;0.32;13.100000000000001;0.043000000000000003;37.0;143.0;0.99948;3.5100000000000002;0.08000000000000002;9.6;4
5.699999999999999;0.26;0.23999999999999996;4.35;0.055;38.0;117.0;0.99346;3.28;0.33999999999999997;10.299999999999999;4
9.2;0.21000000000000002;0.6000000000000001;5.7;0.022999999999999993;14.0;162.0;0.9954200000000001;3.0;0.35000000000000003;9.9;4
8.8;0.34;0.32;1.3;0.088;16.0;188.0;0.9948600000000001;3.1100000000000003;0.57;9.0;4
4.1000000000000005;0.4;5.551115123125783e-17;5.2;0.07100000000000001;47.0;170.0;0.9960999999999999;3.4;0.46;7.9;4
8.3;0.2;0.41999999999999993;8.8;0.043;60.5;161.5;0.9967400000000001;3.21;0.47000000000000003;9.8;4
10.4;1.08;0.30000000000000004;1.2999999999999998;0.036000000000000004;41.0;188.0;0.996;2.66;0.47000000000000003;10.799999999999999;4
7.3;0.13999999999999999;0.4;2.2;0.016;22.0;176.0;0.9923;3.48;0.59;12.200000000000001;4
6.2;0.53;0.07;0.7000000000000002;0.03;24.0;96.0;0.9931599999999999;3.4;0.3400000000000001;9.9;4
6.4;0.32000000000000006;0.54;6.799999999999999;0.042;60.0;239.0;0.9954000000000001;2.9999999999999996;0.35000000000000003;8.9;4
6.8;0.21999999999999997;0.43;2.3;0.13599999999999998;4.0;113.0;0.99124;2.93;0.75;12.8;4
9.5;0.48;0.6300000000000001;3.8;0.04200000000000001;17.0;116.0;0.9930899999999999;2.99;0.4399999999999999;13.4;4
6.7;0.725;0.18;0.9999999999999999;0.056;28.0;151.0;0.9940300000000001;3.0;0.6100000000000001;9.799999999999999;4
5.7;0.28;0.44;1.9000000000000001;0.093;41.0;160.0;0.9958;3.9299999999999997;0.65;10.4;4
5.200000000000001;0.28;0.29;0.8;0.055999999999999994;21.0;181.0;0.99071;3.29;0.61;11.200000000000001;4
7.999999999999999;0.41;0.6299999999999999;2.0999999999999996;0.044;28.0;114.0;0.9907;3.3000000000000003;0.47000000000000003;13.100000000000001;4
8.100000000000001;0.12;0.78;4.3999999999999995;0.04;32.0;167.0;0.9967;3.1;0.15999999999999998;8.5;4
4.5;0.35;-0.06999999999999995;0.5;0.078;45.0;168.0;0.9935999999999999;3.37;0.44;9.1;4
5.7;0.78;0.19;1.6;0.048;12.0;81.0;0.9923799999999999;3.54;0.49;11.2;4
10.6;0.2;0.48;2.6;0.056;20.0;104.0;0.99701;2.76;0.6200000000000001;8.7;4
8.0;0.13;0.38;3.2;0.049;24.0;109.0;0.99545;3.1300000000000003;0.71;8.799999999999999;4
7.3;-0.010000000000000009;0.46;7.600000000000001;0.07100000000000001;25.0;110.0;0.99733;3.1599999999999997;0.38000000000000006;7.700000000000001;4
7.9;0.15;0.65;17.0;0.047;70.0;209.0;1.0005;3.17;0.51;9.3;4
7.7;0.20000000000000004;0.3;2.6000000000000005;0.04800000000000001;61.0;182.0;0.99135;3.2199999999999998;0.8699999999999999;12.7;4
8.7;0.16;0.47000000000000003;2.2;0.047;26.0;108.0;0.99325;3.49;0.6000000000000001;11.7;4
6.2;0.15999999999999998;0.07;0.7000000000000002;0.04;61.0;191.0;0.99422;3.6999999999999997;1.02;10.7;4
7.000000000000001;0.11000000000000001;0.36;6.2;0.04;37.0;160.0;0.994;3.1599999999999997;0.6499999999999999;10.799999999999999;4
6.5;0.43999999999999995;0.38;6.4;0.046000000000000006;37.0;249.0;0.9944000000000001;3.04;0.5399999999999999;10.0;4
6.5;0.43999999999999995;0.38;6.4;0.046000000000000006;37.0;249.0;0.9944000000000001;3.04;0.5399999999999999;10.0;4
8.0;0.58;0.15;12.75;0.025;35.0;116.0;0.99473;2.79;0.15999999999999998;10.600000000000001;4
7.2;0.45000000000000007;-0.6799999999999999;0.5;-0.07999999999999999;50.0;121.0;0.9923;3.51;0.24000000000000005;10.0;4
8.0;0.58;0.15;12.75;0.025;35.0;116.0;0.99473;2.79;0.15999999999999998;10.600000000000001;4
6.7;0.16000000000000003;0.43;11.8;0.003999999999999997;52.0;179.0;0.99854;3.6799999999999997;0.39999999999999997;9.600000000000001;4
5.0;0.32;-0.02999999999999997;0.8999999999999999;0.07200000000000001;52.0;166.0;0.9915999999999999;3.51;0.4;10.799999999999999;4
6.699999999999999;0.42000000000000004;0.38999999999999996;1.7;0.059;37.0;114.0;0.99176;3.44;0.31999999999999995;12.299999999999999;4
4.7;0.55;-0.009999999999999953;5.2;0.07;47.0;164.0;0.9935999999999999;3.46;0.35;10.799999999999999;4
7.000000000000001;0.11000000000000001;0.36;6.2;0.04;37.0;160.0;0.994;3.1599999999999997;0.6499999999999999;10.799999999999999;4
